category,question,answer
LAYANAN,Mengapa saya tidak dapat melakukan transaksi transfer?,"Anda hanya dapat melakukan transaksi transfer jika akun Anda merupakan akun Allo Pay+ atau Allo Prime. Pastikan juga akun Anda tidak frozen dan Anda terhubung dengan jaringan internet yang stabil. Jika masalah masih terjadi, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com"
LAYANAN,Mengapa proses verifikasi wajah saya selalu gagal saat ingin melakukan transfer?,"Pastikan wajah yang diverifikasi sesuai dengan KTP (kartu identitas) yang didaftarkan untuk akun tersebut. Jika masalah masih terjadi, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com"
LAYANAN,Bagaimana cara mendapatkan bukti transfer setelah selesai melakukan transaksi?,Anda bisa mengunjungi halaman Saldo Allo dan memilih transaksi yang anda inginkan di histori transaksi untuk mendapatkan bukti transfer.
LAYANAN,Apakah ada jumlah transaksi minimum/maksimum untuk bebas biaya tranfser?,"Saat ini, tidak ada jumlah transaksi minimum/maksimum untuk bebas biaya transfer di Allo Bank."
LAYANAN,Apakah ada kuota penggunaan bebas biaya transfer dalam satu bulan?,"Saat ini, tidak ada kuota jumlah transaksi untuk penggunaan bebas biaya transfer di Allo Bank."
LAYANAN,Apakah saya dapat mengisi saldo di luar negeri?,"Mohon maaf, saat ini Anda belum bisa melakukan pengisian saldo di luar negeri."
LAYANAN,Berapa lama waktu yang dibutuhkan untuk pengisian saldo?,"Proses pengisian saldo terjadi secara instan. Jika terdapat hambatan, jangan khawatir karena saldo Anda akan masuk dalam 2x24 jam. Jika saldo belum masuk, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com"
LAYANAN,Apakah saya dapat membatalkan pengisian saldo?,"Mohon maaf, Anda tidak dapat membatalkan pengisian saldo setelah transaksi berhasil dilakukan. Pastikan Anda selalu memastikan transaksi sudah sesuai sebelum melakukan pembayaran."
LAYANAN,Bagaimana cara mengetahui nomor rekening Allo Bank saya?,"Nomor rekening Allo Bank Anda adalah nomor ponsel yang Anda masukkan saat proses registrasi.
(Contoh format: 8112345678)"
LAYANAN,Apa yang harus saya lakukan apabila saldo saya belum masuk ke akun Allo Bank?,"Mohon maaf atas ketidaknyamanannya. Anda tidak perlu khawatir, semua transaksi Anda telah tersimpan di sistem kami, dan kami selalu memantau jika terdapat kendala transaksi seperti ini. Jika mengalami kendala ini,Anda perlu pastikan hal - hal berikut:

1. Pastikan nomor rekening Allo Bank Anda sudah benar.
2. Periksa halaman ""Saldo Allo"" pada halaman Home aplikasi Allo Bank. Status transaksi Anda akan tercatat di halaman tersebut. Pastikan Anda menyimpan bukti transaksi Anda.
3. Khusus transaksi top up Allo Pay dan Allo Pay+, pastikan jumlah uang yang dikirimkan tidak melebihi batas saldo yang ditentukan.
4. Kemudian, tutup dan buka kembali aplikasi Allo Bank mu.

Apabila status transaksi mu masih dalam proses, kami sarankan untuk menunggu beberapa waktu. Proses ini terkadang membutuhkan waktu yang lebih lama dari biasanya, Anda juga dapat melakukan konfirmasi kepada Bank Pengirim mengenai dana yang belum masuk ke Allo Bank dan secara paralel kami melakukan pengeperiksaan.

Jika saldo masih belum masuk setelah menunggu, laporkan ke kami dengan menghubungi Allo Care melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com"
LAYANAN,Berapa jumlah maksimal yang bisa saya isi pada saldo Allo Pay?,Maksimum top up untuk Allo Pay mengikuti jumlah saldo maksimal yang dapat disimpan yaitu Rp2.000.000 atau jumlah maksimal top up per bulan yaitu Rp20.000.000.
LAYANAN,Berapa jumlah maksimal yang bisa saya isi pada saldo Allo Pay+?,Maksimum top up untuk Allo Pay+ mengikuti jumlah saldo maksimal yang dapat disimpan yaitu Rp10.000.000 atau jumlah maksimal top up per bulan yaitu Rp20.000.000.
LAYANAN,Berapa jumlah maksimal yang bisa saya isi pada saldo Allo Prime?,"Allo Prime tidak memiliki limit maksimum saldo. Akan tetapi, limit maksimum per transaksi top up saldo Allo Prime mengikuti ketentuan Bank pengirim."
LAYANAN,Apa itu QRIS?,QRIS (Quick Respone Code Indonesia Standard) adalah standar QR Code Pembayaran yang ditetapkan oleh Bank Indonesia untuk digunakan dalam memfasilitasi transaksi pembayaran di Indonesia dan dapat menerima pembayaran dari seluruh aplikasi pembayaran yang mendukung.
LAYANAN,Bagaimana cara untuk melakukan pembayaran dengan QRIS Allo Bank?,"Untuk melakukan pembayaran dengan scan kode QRIS, Anda dapat mengikuti langkah berikut:

Scan QR Code Merchant/Merchant Presented Mode (MPM)
1. Pertama, Anda perlu login pada aplikasi Allo Bank
2. Kemudian tekan tombol ""Bayar"" pada halaman Home aplikasi Allo Bank
3. Scan kode QRIS yang tersedia di merchant
4. Pastikan transaksi yang dilakukan sudah benar
5. Masukkan jumlah pembayaran dan tekan tombol ""Bayar""

Membuat QR Code/Customer Presented Mode (CPM)
1. Pertama, Anda perlu login pada aplikasi Allo Bank
2. Kemudian tekan tombol ""Bayar"" pada halaman Home aplikasi Allo Bank
3. Tekan tombol ""Buat QR Code""
4. Setelah itu Anda akan masuk ke Halaman Pembayaran
5. Pastikan transaksi yang dilakukan sudah benar
6. Masukkan jumlah pembayaran dan tekan tombol ""Bayar"""
LAYANAN,Berapa limit transaksi saat melakukan pembayaran dengan QRIS Allo Bank?,"Anda dapat menggunakan QRIS batasan minimum dan maksimum nya dengan:
- Limit minimum transaksi : Rp 1.-
- Limit maksimum per-transaksi : Rp 10.000.000
- Limit maksimum transaksi per-hari: Rp 30.000.000"
LAYANAN,Bagaimana saya tahu bahwa transaksi QRIS saya sudah selesai dan telah berhasil?,"Anda akan mendapatkan notifikasi dari aplikasi Allo Bank setelah menyelesaikan pembayaran dengan QRIS Allo Bank.

Anda juga dapat memeriksa transaksi yang berhasil di halaman Saldo Allo."
LAYANAN,Berapa jumlah minimum dan maksimum untuk transaksi menggunakan QRIS?,"Jumlah minimum pembayaran untuk transaksi dengan QRIS Allo Bank adalah Rp1,- dan maksimum pembayaran sebesar Rp10.000.000,-"
LAYANAN,Apakah ada biaya yang dibebankan oleh Allo Bank untuk transaksi menggunakan QRIS?,Tidak ada biaya yang dibebankan kepada Anda saat melakukan transaksi menggunakan QRIS Allo Bank.
LAYANAN,Apa yang harus saya lakukan jika transaksi QRIS gagal namun saldo telah berkurang?,"Tidak perlu khawatir, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com

Selanjutnya, apabila laporan sudah diterima akan dilakukan investigasi lebih lanjut. Proses pengembalian dana ke rekening Anda maksimal ** Hari Kerja."
LAYANAN,Apakah saya bisa menggunakan QRIS yang disimpan di ponsel?,"Saat ini, Allo Bank belum menyediakan fitur di mana Anda bisa menggunakan gambar barcode QRIS dari ponsel."
LAYANAN,Mengapa saya tidak dapat melakukan pembayaran padahal merchant yang saya kunjungi menyediakan QRIS?,"Anda dapat mencoba untuk melakukan transaksi lagi. Jika transaksi masih tidak dapat dilakukan, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com"
LAYANAN,Apakah saya dapat melakukan pembayaran QRIS di luar negeri?,"Saat ini, pembayaran menggunakan QRIS belum tersedia untuk transaksi luar negeri."
LAYANAN,Mengapa saldo Allo PayLater saya tidak berkurang setelah melakukan pembayaran QRIS?,"Tidak perlu khawatir, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com

Selanjutnya, apabila laporan sudah diterima akan dilakukan investigasi lebih lanjut. Proses pengembalian dana ke rekening Anda maksimal ** Hari Kerja."
LAYANAN,Mengapa verifikasi wajah saya gagal saat melakukan pembayaran QRIS?,"Anda dapat mencoba lagi dan pastikan bahwa Anda memegang smartphone sejajar dengan mata Anda dan wajah Anda berada dalam lingkaran. Hal-hal yang dapat menyebabkan kegagalan verifikasi wajah adalah kamera yang buram, cahaya yang kurang, dan penggunaan aksesoris. Jika masih belum berhasil, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com"
LAYANAN,Berapa limit penggunaan untuk pengisian pulsa di Allo Bank?,"Limit minimum dan maksimum per transaksi untuk pembelian pulsa mengikuti paket yang tersedia untuk setiap operator dan limit maksimum per hari adalah Rp20.000.000,-."
LAYANAN,Bagaimana jika saya salah memasukan nomor telepon pada saat melakukan isi ulang pulsa?,"Mohon maaf, Anda tidak dapat melakukan penggantian nomor telepon setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Pembayaran"" sebelum melakukan pembayaran."
LAYANAN,"Jumlah pulsa yang masuk tidak sesuai dengan pembelian, apa yang harus saya lakukan?","Tidak perlu khawatir, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com

Selanjutnya, apabila laporan sudah diterima akan dilakukan investigasi lebih lanjut. Proses pengembalian dana ke rekening Anda maksimal ** Hari Kerja."
LAYANAN,Bagaimana cara saya untuk isi ulang pulsa melalui aplikasi Allo Bank?,"Jika Anda ingin melakukan pembelian isi pulsa di aplikasi Allo Bank, Anda dapat mengikuti langkah berikut:
1. Tekan tombol ""Bayar Tagihan""
2. Pilih jenis pembayaran ""Pulsa""
3. Masukkan nomor ponsel dan pilih nominal
4. Tekan tombol ""Pilih Pembayaran"" dan pilih metode pembayaran yang ingin Anda gunakan
5. Tekan tombol ""Lanjutkan"" dan periksa halaman ""Konfirmasi Pembayaran""
6. Tekan ""Bayar"" dan masukkan PIN Anda"
LAYANAN,Apakah saya dapat membatalkan isi ulang pulsa melalui aplikasi Allo Bank?,"Mohon maaf, Anda tidak dapat membatalkan pembayaran isi ulang pulsa setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Pembayaran"" sebelum melakukan pembayaran."
LAYANAN,Apakah saya dapat melakukan pembayaran pulsa pascabayar yang sudah lewat jatuh tempo melalui aplikasi Allo Bank?,"Mohon maaf, saat ini Allo Bank belum menyediakan layanan pembayaran pulsa pascabayar."
LAYANAN,Apakah saya dapat melakukan isi ulang pulsa untuk nomor orang lain melalui aplikasi Allo Bank?,"Ya, Anda dapat melakukan isi pulsa untuk orang lain melalui aplikasi Allo Bank. Pastikan Anda memasukkan nomor ponsel yang sesuai."
LAYANAN,Bagaimana cara untuk melihat riwayat pembayaran isi pulsa?,"Jika Anda ingin melihat riwayat pembayaran isi pulsa di aplikasi Allo Bank, Anda dapat mengikuti langkah berikut:
1. Tekan tombol ""Bayar Tagihan""
2. Pilih jenis tagihan ""Pulsa""
3. Tekan tombol ""Riwayat"" pada bagian kanan atas layar.
4. Anda bisa tekan salah satu transaksi dan melihat detail transaksi tersebut."
LAYANAN,Apakah ada biaya tambahan yang dikenakan untuk transaksi isi pulsa di Allo Bank?,"Ya, Anda akan dikenakan biaya administrasi atas transaksi pembelian pulsa di Allo Bank. Anda dapat mengetahui besaran biaya administrasi tersebut pada saat Anda melakukan transaksi."
LAYANAN,Berapa limit penggunaan untuk pembelian paket data di Allo Bank?,"Limit minimum dan maksimum per transaksi untuk pembelian paket data mengikuti paket yang tersedia untuk setiap operator dan limit maksimum per hari adalah Rp20.000.000,-."
LAYANAN,Bagaimana jika saya salah memasukan nomor ponsel pada saat melakukan pembayaran paket data?,"Mohon maaf, Anda tidak dapat melakukan penggantian nomor telepon setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Pembayaran"" sebelum melakukan pembayaran."
LAYANAN,"Jumlah paket data yang masuk tidak sesuai dengan pembelian, apa yang harus saya lakukan?","Tidak perlu khawatir, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com

Selanjutnya, apabila laporan sudah diterima akan dilakukan investigasi lebih lanjut. Proses pengembalian dana ke rekening Anda maksimal ** Hari Kerja."
LAYANAN,Bagaimana cara saya untuk melakukan pembelian paket data melalui aplikasi Allo Bank?,"Jika Anda ingin melakukan pembelian paket data di aplikasi Allo Bank, Anda dapat mengikuti langkah berikut:
1. Tekan tombol ""Bayar Tagihan""
2. Pilih jenis tagihan ""Paket Data""
3. Masukkan nomor ponsel dan pilih paket data
4. Tekan tombol ""Pilih Pembayaran"" dan pilih metode pembayaran yang ingin Anda gunakan
5. Tekan tombol ""Lanjutkan"" dan periksa halaman ""Konfirmasi Pembayaran""
6. Tekan ""Bayar"" dan masukkan PIN Anda"
LAYANAN,Apakah saya dapat membatalkan pembelian paket data melalui aplikasi Allo Bank?,"Mohon maaf, Anda tidak dapat membatalkan pembelian paket data setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Pembayaran"" sebelum melakukan pembayaran."
LAYANAN,Apakah saya dapat melakukan pembelian paket data untuk nomor orang lain melalui aplikasi Allo Bank?,"Ya, Anda dapat melakukan pembelian paket data untuk orang lain melalui aplikasi Allo Bank. Pastikan Anda memasukkan nomor ponsel yang sesuai."
LAYANAN,Bagaimana cara untuk melihat riwayat pembelian paket?,"Ya, Anda akan dikenakan biaya administrasi atas transaksi pembelian paket di Allo Bank. Anda dapat mengetahui besaran biaya administrasi tersebut pada saat Anda melakukan transaksi."
LAYANAN,Apakah ada biaya tambahan yang dikenakan untuk pembelian paket data di Allo Bank?,"Ya, Anda akan dikenakan biaya administrasi atas transaksi pembelian paket data di Allo Bank. Anda dapat mengetahui besaran biaya administrasi tersebut pada saat Anda melakukan transaksi."
LAYANAN,Berapa limit penggunaan untuk pembelian token PLN?,"Limit minimum dan maksimum per transaksi untuk pembelian token PLN mengikuti paket yang tersedia untuk dan limit maksimum per hari adalah Rp20.000.000,-."
LAYANAN,Bagaimana jika saya salah memasukan nomor ID pelanggan/No. Meter pada saat melakukan pembayaran PLN?,"Mohon maaf, Anda tidak dapat melakukan penggantian nomor ID pelanggan/No.Meter setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Pembayaran"" sebelum melakukan pembayaran."
LAYANAN,Bagaimana jika saya salah memasukan nomor ID pelanggan/No. Meter pada saat melakukan pembayaran PLN?,"Mohon maaf, Anda tidak dapat melakukan penggantian nomor ID pelanggan/No.Meter setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Pembayaran"" sebelum melakukan pembayaran."
LAYANAN,"Jumlah token yang masuk tidak sesuai dengan pembelian, apa yang harus saya lakukan?","Tidak perlu khawatir, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com

Selanjutnya, apabila laporan sudah diterima akan dilakukan investigasi lebih lanjut. Proses pengembalian dana ke rekening Anda maksimal ** Hari Kerja."
LAYANAN,"Jumlah token yang masuk tidak sesuai dengan pembelian, apa yang harus saya lakukan?","Tidak perlu khawatir, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com

Selanjutnya, apabila laporan sudah diterima akan dilakukan investigasi lebih lanjut. Proses pengembalian dana ke rekening Anda maksimal ** Hari Kerja."
LAYANAN,Bagaimana cara saya untuk melakukan pembayaran PLN melalui aplikasi Allo Bank?,"Jika Anda ingin melakukan pembayaran PLN di aplikasi Allo Bank, Anda dapat mengikuti langkah berikut:
1. Tekan tombol ""Bayar Tagihan""
2. Pilih jenis pembayaran ""PLN""
3. Masukkan ID pelanggan/No. Meter dan pilih nominal
4. Tekan tombol ""Pilih Pembayaran"" dan pilih metode pembayaran yang ingin Anda gunakan
5. Tekan tombol ""Lanjutkan"" dan periksa halaman ""Konfirmasi Pembayaran""
6. Tekan ""Bayar"" dan masukkan PIN Anda"
LAYANAN,Apakah saya dapat melakukan pembayaran PLN untuk orang lain melalui aplikasi Allo Bank?,"Ya, Anda dapat melakukan pembayaran PLN untuk orang lain melalui aplikasi Allo Bank. Pastikan Anda memasukkan ID pelanggan/No. Meter yang sesuai."
LAYANAN,Bagaimana cara untuk melihat riwayat pembayaran PLN?,"Jika Anda ingin melihat riwayat pembayaran PLN di aplikasi Allo Bank, Anda dapat mengikuti langkah berikut:
1. Tekan tombol ""Bayar Tagihan""
2. Pilih jenis pembayaran ""PLN""
3. Tekan tombol ""Riwayat"" pada bagian kanan atas layar.
4. Anda bisa tekan salah satu transaksi dan melihat detail transaksi tersebut."
LAYANAN,Apakah ada biaya tambahan yang dikenakan untuk pembayaran PLN di Allo Bank?,"Ya, Anda akan dikenakan biaya administrasi atas transaksi pembayaran PLN di Allo Bank. Anda dapat mengetahui besaran biaya administrasi tersebut pada saat Anda melakukan transaksi."
LAYANAN,Berapa limit penggunaan untuk pembayaran kartu kredit Bank Mega?,Berapa limit penggunaan untuk pembayaran kartu kredit Bank Mega?
LAYANAN,Apakah ada biaya tambahan yang dikenakan untuk pembayaran PLN di Allo Bank?,"Ya, Anda akan dikenakan biaya administrasi atas transaksi pembayaran PLN di Allo Bank. Anda dapat mengetahui besaran biaya administrasi tersebut pada saat Anda melakukan transaksi."
LAYANAN,Berapa limit penggunaan untuk pembayaran kartu kredit Bank Mega?,"Limit minimum untuk pembayaran kartu kredit Bank Mega adalah Rp10.000,- dan limit maksimum adalah Rp500.000.000,-."
LAYANAN,Bagaimana jika saya salah memasukan nomor kartu pada saat melakukan pembayaran kartu kredit Bank Mega?,"Mohon maaf, Anda tidak dapat melakukan penggantian nomor kartu kredit setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Pembayaran"" sebelum melakukan pembayaran."
LAYANAN,"Jumlah tagihan yang terbayar tidak sesuai dengan pembayaran yang dilakukan, apa yang harus saya lakukan?","Tidak perlu khawatir, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com

Selanjutnya, apabila laporan sudah diterima akan dilakukan investigasi lebih lanjut. Proses pengembalian dana ke rekening Anda maksimal ** Hari Kerja."
LAYANAN,Bagaimana cara saya untuk melakukan pembayaran kartu kredit Bank Mega melalui aplikasi Allo Bank?,"Jika Anda ingin melakukan pembayaran kartu kredit Bank Mega di aplikasi Allo Bank, Anda dapat mengikuti langkah berikut:
1. Tekan tombol ""Bayar Tagihan""
2. Pilih jenis tagihan ""Bank Mega Kartu Kredit""
3. Masukkan nomor kartu kredit dan nominal tagihan
4. Tekan tombol ""Pilih Pembayaran"" dan pilih metode pembayaran yang ingin Anda gunakan
5. Tekan tombol ""Lanjutkan"" dan periksa halaman ""Konfirmasi Pembayaran""
6. Tekan ""Bayar"" dan masukkan PIN Anda"
LAYANAN,Apakah saya dapat membatalkan pembayaran kartu kredit Bank Mega melalui aplikasi Allo Bank?,"Mohon maaf, Anda tidak dapat membatalkan pembayaran kartu kredit Bank Mega setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Pembayaran"" sebelum melakukan pembayaran."
LAYANAN,Apakah saya dapat melakukan pembayaran kartu kredit Bank Mega untuk orang lain melalui aplikasi Allo Bank?,"Ya, Anda dapat melakukan pembayaran kartu kredit Bank Mega untuk orang lain melalui aplikasi Allo Bank. Pastikan Anda memasukkan nomor kartu kredit yang sesuai."
LAYANAN,Bagaimana cara untuk melihat riwayat pembayaran kartu kredit Bank Mega?,"Jika Anda ingin melihat riwayat pembayaran kartu kredit Bank Mega di aplikasi Allo Bank, Anda dapat mengikuti langkah berikut:
1. Tekan tombol ""Bayar Tagihan""
2. Pilih jenis tagihan ""Kartu Kredit Bank Mega""
3. Tekan tombol ""Riwayat"" pada bagian kanan atas layar.
4. Anda bisa tekan salah satu transaksi dan melihat detail transaksi tersebut."
LAYANAN,Apakah ada biaya tambahan yang dikenakan untuk pembayaran kartu kredit Bank Mega di Allo Bank?,TIdak ada biaya tambahan yang dikenakan untuk pembayaran kartu kredit Bank Mega di Allo Bank.
LAYANAN,Berapa limit penggunaan untuk pembayaran donasi?,"Limit minimum untuk pembayaran donasi adalah Rp1,- dan limit maksimum adalah Rp100.000.000,-."
LAYANAN,Bagaimana jika saya salah memasukan nominal pada saat melakukan pembayaran donasi?,"Mohon maaf, Anda tidak dapat melakukan penggantian nominal donasi setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Pembayaran"" sebelum melakukan pembayaran."
LAYANAN,Bagaimana cara saya untuk melakukan pembayaran donasi melalui aplikasi Allo Bank?,"Jika Anda ingin melakukan pembayaran donasi di aplikasi Allo Bank, Anda dapat mengikuti langkah berikut:
1. Tekan tombol ""Bayar Tagihan""
2. Pilih jenis tagihan ""Donasi""
3. Pilih produk donasi dan nominal
4. Tekan tombol ""Pilih Pembayaran"" dan pilih metode pembayaran yang ingin Anda gunakan
5. Tekan tombol ""Lanjutkan"" dan periksa halaman ""Konfirmasi Pembayaran""
6. Tekan ""Bayar"" dan masukkan PIN Anda"
LAYANAN,Apakah saya dapat membatalkan pembayaran donasi melalui aplikasi Allo Bank?,"Mohon maaf, Anda tidak dapat membatalkan pembayaran donasi setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Pembayaran"" sebelum melakukan pembayaran."
LAYANAN,Bagaimana cara untuk melihat riwayat pembayaran donasi?,"Jika Anda ingin melihat riwayat pembayaran donasi di aplikasi Allo Bank, Anda dapat mengikuti langkah berikut:
1. Tekan tombol ""Bayar Tagihan""
2. Pilih jenis tagihan ""Donasi""
3. Tekan tombol ""Riwayat"" pada bagian kanan atas layar.
4. Anda bisa tekan salah satu transaksi dan melihat detail transaksi tersebut."
LAYANAN,Apakah ada biaya tambahan yang dikenakan untuk pembayaran donasi di Allo Bank?,TIdak ada biaya tambahan yang dikenakan untuk pembayaran donasi di Allo Bank.
LAYANAN,Apa saja e-wallet yang tersedia di Allo Bank untuk pengisian saldo?,"Saat ini, Anda bisa menggunakan fitur e-Wallet Allo Bank untuk melakukan top up GoPay, LinkAja, dan OVO."
LAYANAN,Bagaimana cara isi saldo e-wallet di aplikasi Allo Bank?,"Anda dapat mengisi saldo e-wallet dengan mengikuti langkah berikut:
1. Pilih menu ""E-Wallet"".
2. Pilih e-wallet yang akan diisi.
3. Masukkan nomor ponsel.
4. Masukkan nominal pengisian.
5. Tekan tombol ""Pilih Pembayaran"" dan pilih metode pembayaran.
6. Tekan tombol ""Lanjutkan"" dan pastikan detail transaksi telah sesuai.
7. Tekan tombol ""Bayar"".
8. Masukkan PIN aplikasi Allo Bank Anda."
LAYANAN,Bagaimana cara membatalkan pengisian saldo e-wallet di aplikasi Allo Bank?,"Mohon maaf, Anda tidak dapat membatalkan top up e-Wallet setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Top Up"" sebelum melakukan pembayaran."
LAYANAN,Apakah terdapat biaya admin yang dikenakan untuk melakukan top up e-Wallet?,"Ya, biaya admin yang dikenakan kepada Nasabah bervariasi berdasarkan jenis produk yang dipilih.

Detail terkait hal ini adalah sebagai berikut:

1. GoPay: Rp2.000,- per transaksi
2. LinkAja: Rp1.500,- per transaksi
3. OVO: Rp1.500,- per transaksi"
LAYANAN,Berapa jumlah minimum pembayaran untuk transaksi top up e-Wallet?,"Batas jumlah minimum untuk top-up e-Wallet di Allo Bank adalah sebesar Rp10.000,-. Sedangkan, untuk batas jumlah maksimum untuk top-up e-Wallet di Allo Bank adalah sebesar Rp1.000.000,-"
LAYANAN,"Saya melakukan top up ke nomor e-Wallet yang salah, bisakah saya membatalkan transaksinya?","Mohon maaf, Anda tidak dapat membatalkan top up e-Wallet setelah transaksi berhasil dilakukan. Pastikan Anda untuk selalu memeriksa kembali halaman ""Konfirmasi Top Up"" sebelum melakukan pembayaran."
LAYANAN,Apakah saya dapat mengisi e-wallet dengan menggunakan ATM?,"Mohon maaf, saat ini Allo Bank belum memiliki ATM sehingga top up e-wallet tidak dapat dilakukan melalui ATM."
LAYANAN,Apa itu kode referral?,Kode referral adalah kode unik yang dibuat khusus untuk nasabah Allo Bank. Kode ini bisa Anda bagikan kepada teman/keluarga yang ingin Anda ajak untuk buka rekening Allo Bank.
LAYANAN,Bagaimana cara untuk mengikuti program referral?,Anda bisa mengikuti program referral Allo Bank dengan membagikan kode referralmu kepada teman/keluarga dan memastikan mereka memasukkan kode tersebut ketika melakukan pembukaan rekening Allo Bank.
LAYANAN,Sampai kapan promo referral Undang Teman berlangsung?,"Saat ini, promo referral Undang Teman masih berlangsung dengan berbagai penawaran menarik di setiap periode nya. Untuk detail lebih lengkapnya Anda bisa periksa di halaman Promo dalam aplikasi Allo Bank."
LAYANAN,Mengapa saya tidak bisa menggunakan kode referral?,"Pengiriman hadiah program referral mungkin memerlukan waktu hingga ** hari setelah semua persyaratan terpenuhi. Sementara itu, silahkan periksa hal-hal berikut:
1. Akun Anda sudah ter-upgrade ke Allo Prime
2. Referee (orang yang diundang) telah melakukan seluruh persyaratan yang diminta.

Apabila Anda masih belum juga menerima insentif dari program referral, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com"
LAYANAN,Apa yang harus dilakukan teman atau keluarga saya untuk mendapatkan insentif dari program referral?,"Orang yang Anda undang harus:
1. Mengunduh aplikasi Allo Bank
2. Memasukkan kode unik referral
3. Melakukan berbagai persyaratan yang diminta lainnya sesuai dengan program referral yang berlangsung."
LAYANAN,Apakah saya dapat mengikuti program referral lebih dari satu kali?,"Sebagai Referrer (orang yang mengundang), Anda dapat mengundang maksimal 100 orang dalam satu bulan.

Sebagai Referee (orang yang diundang), Anda hanya dapat mengikuti program referral sebanyak satu kali."
LAYANAN,Apakah saya dapat membagikan kode referral saya ke publik?,"Ya, Anda dapat membagikan kode referral kepada publik."
LAYANAN,Apakah saya dapat menggunakan kode referral yang telah digunakan oleh orang lain?,Anda dapat menggunakan kode referral yang telah digunakan oleh orang lain selama Anda belum pernah melakukan pembukaan rekening Allo Bank sebelumnya.
PROSES PENGADUAN NASABAH,Bagaimana Nasabah menyampaikan keluhan kepada Allo Bank?,"Nasabah dapat menyampaikan secara lisan dengan menghubungi Allo Care 080-4110-4110
Nasabah dapat menyampaikan keluhan secara tertulis melalui:
Website : www.allobank.com/help
Email allocare@allobank.com
Cabang Allo Bank 
Menara Bank Mega Tendean Menara Bank Mega Lantai 5-6, Jl. Kapten P. Tendean Kav.12-14, Jakarta Selatan 12790
Indofood Tower Jl. Jenderal Sudirman No.76-78, RT.3/RW.3, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Jakarta 10250
Mengirimkan Surat secara tertulis ke alamat Menara Bank Mega Lantai 5-6, Jl. Kapten P. Tendean Kav.12-14 Jakarta Selatan 12790"
